Title,URL,Author,Source,Date,Database,Quote,Keywords,Abstract
甲状腺乳头状癌中鼠类肉瘤滤过性毒菌致癌同源体B1 V600E突变与慢性淋巴细胞性甲状腺炎关系的研究,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=EBYT201811020,林婉玲;丁金旺;荀延萍;姜燕平;包凌云;雷志锴;徐益平;周荣璟;赵春雷,Chinese Archives of Otolaryngology-Head and Neck Surgery,2018-11-28,Journals,5,甲状腺肿瘤（Thyroid Neoplasms）;; 突变（Mutation）;; BRAF基因（BRAF gene）;; 慢性淋巴细胞性甲状腺炎（chronic lymphocytic thyroiditis）;,"＜正＞甲状腺乳头状癌（papillary thyroid carcinoma,PTC）占甲状腺癌的75.5%～87.3%,其预后较好。鼠类肉瘤滤过性毒菌致癌同源体B1（V-raf murine sarcoma viral oncogene homolog B1,BRAF）基因编码的B型有丝分裂原激活的蛋白依赖性激酶是RAS-RAF-MEK-ERK-MAPK信号通路的关键成分,该信号通路调节细胞的生长、增殖和凋亡。Xing等[1]报道BRAF基因突变与甲状腺癌的淋巴结转移,腺体外侵犯等相关。慢性淋巴细胞性甲状腺炎(chronic"
彩超诊断弥漫性甲状腺肿和慢性淋巴细胞性甲状腺炎的价值,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YYXK201833114,葛娜,Guide of China Medicine,2018-11-30,Journals,,彩超;; 诊断;; 价值;; 慢性淋巴细胞性甲状腺炎;,"目的探究弥漫性甲状腺肿和慢性淋巴细胞性甲状腺炎使用彩超诊断意义。方法选取我院2016年6日至2017年8月收入弥漫性甲状腺肿（观察组）和慢性淋巴细胞性甲状腺炎（对照组）患者各45例,共90例,所有患者经过病理检查全部确诊,所有患者使用彩超进行检查,分析彩超对于该疾病诊断率。结果诊断率比较中两组诊断率差异无意义（P＞ 0.05）。结论对于弥漫性甲状腺肿以及慢性淋巴细胞性甲状腺炎患者予以彩超进行诊断,临床上诊断率有效提高,便于医师对于疾病诊断,使患者得到有效治疗。"
慢性淋巴细胞性甲状腺炎的超声诊断效果观察,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YYXK201833136,李响,Guide of China Medicine,2018-11-30,Journals,1,慢性淋巴细胞性甲状腺炎;; 超声诊断;; 效果;,"目的观察慢性淋巴细胞性甲状腺炎患者采取超声诊断的临床效果。方法本文选取2015年2月至2017年10月本院纳入诊断的30例慢性淋巴细胞性甲状腺炎患者作为实验组,对其临床资料开展回顾性分析,并选取同期体检的30例健康体检者作为参照组,对实验组和参照组受检者均开展超声检查,分析并统计2组受检者甲状腺动脉的收缩期峰值流速数值、阻力指数数值及甲状腺腺体的左叶前后径数值、右叶前后径数值、峡部前后径数值。结果参照组甲状腺动脉的收缩期峰值流速数值、阻力指数数值对比于实验组计算数值,P ＜0.05,证明存在数据值检验及分析的统计学意义,参照组甲状腺腺体的左叶前后径数值、右叶前后径数值、峡部前后径数值对比于实验组计算数值,P ＜0.05,证明存在数据值检验及分析的统计学意义。结论对慢性淋巴细胞性甲状腺炎患者开展超声诊断获得较优临床效果。"
慢性淋巴细胞性甲状腺炎合并甲状腺结节的诊疗分析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=CQYX201904036,张磊;汤铜;史加宁;李佳;郑璐;贾文俊;刘永鹏;方晶,Chongqing Medicine,2019-02-28,Journals,8,甲状腺肿瘤甲状腺结节;; 外科手术;; 慢性淋巴细胞性甲状腺炎;,"目的探讨慢性淋巴细胞性甲状腺炎（CLT）合并甲状腺结节的外科诊断与治疗。方法回顾性分析该院手术治疗的41例CLT合并甲状腺结节的患者临床资料。结果 41例患者中20例为恶性,21例为良性。恶性结节的超声特征为低回声、微钙化、形态不规则及边界不清楚（P＜0.05）;恶性结节在有微小钙化或粗大钙化结节中的构成比差异无统计学意义（P＞0.05）;超声诊断恶性结节的ROC下曲线面积为0.688（P=0.010）。结论良性结节应保证手术的彻底性,至少行单侧腺叶切除;恶性结节应该坚持手术的根治性,至少行单侧腺叶联合峡部切除,并清扫中央区淋巴结,慎重选择清扫颈侧区淋巴结。"
甲状腺乳头状癌合并慢性淋巴细胞性甲状腺炎的超声及病理特征分析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YWLC201906015,高小婵,Chinese Remedies & Clinics,2019-03-25,Journals,13,,"＜正＞目前,甲状腺癌是头颈部最常见的恶性肿瘤,甲状腺乳头状癌（papillary thyroid carcinoma, PTC）约占成人甲状腺癌的大多数,发病率逐步上升[1]。慢性淋巴细胞性甲状腺炎（chronic lymphocytic thyroiditis,CLT）也称为桥本甲状腺炎,目前是最常见的内分泌失调之一。本研究收集PTC患者的资料,根据其是否合并CLT,以分析2组患者的临床、超声、病"
探讨超声诊断不同时期慢性淋巴细胞性甲状腺炎的价值,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YXYY201910151,黄霓;何承芳,Journal of Imaging Research and Medical Applications,2019-05-06,Journals,3,慢性淋巴细胞性甲状腺炎;; 不同时期;; 诊断;; 应用价值;,"目的:探讨超声对不同时期慢性淋巴细胞性甲状腺炎（CLT）诊断的价值研究。方法:从我院经临床确诊为慢性淋巴细胞性甲状腺炎的患者中,按不同临床时期分为三组:甲亢组、甲减组及正常组,每组随机抽取30例,另外随机采集30例无甲状腺病史的正常人作为对照组。采用高频超声进行甲状腺检查,对比分析各组甲状腺形态、大小、内部回声、彩色及频谱多普勒超声表现,从而探究超声对不同时期CLT诊断的临床应用价值。结果:（1）形态、大小:CLT多表现为甲状腺形态饱满、峡部增厚;病程较长的甲减组患者甲状腺体积可缩小。（2）内部回声:CLT主要呈甲状腺实质回声减低、不均质改变,甲减组可有不同程度的纤维条索状或网格状强回声改变。（3）彩色及频谱多普勒:患者的血流信号分布由甲亢组-正常组-甲减组呈逐步递减趋势,而甲状腺上动脉流速仅在甲亢组患者中有显著增快。结论:不同时期CLT声像图变化情况有一定特征性,与其甲功状况关联密切,可作为桥本氏甲状腺炎诊断的重要依据,值得推广。"
超声弹性成像诊断Graves病和慢性淋巴细胞性甲状腺炎的价值,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZGLX201905036,刘胜玉,Chinese Journal of Convalescent Medicine,2019-05-08,Journals,,超声弹性成像;; Graves病;; 慢性淋巴细胞性甲状腺炎;; 价值;,"目的探讨超声弹性成像诊断Graves病和慢性淋巴细胞性甲状腺炎的价值。方法选择2017年8月至2018年6月收治的Graves病患者和慢性淋巴细胞性甲状腺炎患者,各50例,均经病理检查确诊,所有患者均行超声弹性成像和常规超声诊断,对比诊断结果。结果两组患者甲状腺回声均以2级为主,差异无统计学意义,P＞0.05;Graves病患者低回声区分布以2级为主,98%（49/50）的患者无网格样强回声,而慢性淋巴细胞甲状腺炎患者低回声区分布以3级为主,78%（39/50）的患者有网格样强回声,两组患者比较,差异有统计学意义,P＜0.05;Graves病弹性图像多为1、2级,而慢性淋巴细胞甲状腺炎的弹性图像以3级为主,组间比较,差异有统计学意义;以病理诊断为金标准,弹性成像技术的诊断准确率明显高于常规彩超诊断,差异有统计学意义,P＜0.05。结论超声弹性成像对于诊断Graves病和慢性淋巴细胞性甲状腺炎能从影像资料中获取更多信息,诊断准确率高。"
Research Progress of Ruanjian Xiaoying Granule in the Treatment of Chronic Lymphocytic Thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=AHLC201901009,WU Jiaqi;FAN Siyou;ZHANG Lan;Liaoning University of Traditional Chinese Medicine;Affiliated Hospital of Liaoning University of Traditional Chinese Medicine,Clinical Journal of Traditional Chinese Medicine,2019-01-31 18:07,Journals,7,Ruanjian Xiaoying granule;; Experimental study;; Research ideas;; Research progress;; Chronic lymphocytic thyroiditis;,"Objective: By exploring the basic research process and method of Ruanjian Xiaoying granule,the problems and achievements in the research process.Method: In the past ten years professor ZHANG Lan about the progress of hard soft granules developed from gall,Ruanjian Xiaoying granule in the treatment of chronic lymphocytic thyroiditis,the mechanism of traditional Chinese medicine pharmacy,pharmacodynamics of drugs,acute and long-term toxicity studies,summarized the problems the research ideas and research process and results.Result: 1.The mechanism of Ruanjian Xiaoying granule is to reduce the level of TG-Ab and TPO-Ab,regulate cytokine Th1/Th2,and reduce the damage of thyroidtiss.2.Pharmacology: Observation of the effects of autoantibodies,interleukin-1,4,6 and tumor necrosis factor-A in rats,and confirmed that the drug has the effect of reducing the level of autoantibody.3.Acute toxicity and long toxicity: the results of LD50,body weight,organ coefficient and pathology were observed to confirm whether the drug could be applied to the clinic for a long time.Conclusion: The soft Ruanjian Xiaoying granule has a certain therapeutic effect on chronic lymphocytic thyroiditis.It can relieve or reverse the development of the disease.This disease is to achieve the therapeutic effect by reducing the level of autoantibody.The next step group will further study the disease and chronic lymphocytic thyroiditis."
比较雷公藤多苷片与甲状腺片在慢性淋巴细胞性甲状腺炎中的治疗效果,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZXJH201915137,曲淑艳;刘忠喜,Cardiovascular Disease Electronic Journal of Integrated Traditional Chinese and Western Medicine,2019-05-28,Journals,8,雷公藤多苷片;; 甲状腺片;; 慢性淋巴细胞性甲状腺炎;; 治疗效果;,"目的比较雷公藤多苷片与甲状腺片在治疗慢性淋巴细胞性甲状腺炎中的效果。方法选取2017年1月～2018年5月我院收治的80例慢性淋巴细胞性甲状腺炎作为研究对象,随机分为对照组与研究组,各40例;对照组患者应用甲状腺片治疗,研究组采用雷公藤多苷片治疗,采用不同药物治疗后对两组总有效率及血清甲状腺球蛋白抗体、甲状腺微粒抗体滴定度均值进行比较。结果研究组即应用雷公藤多苷片治疗组,其临床治疗总有效明显高于对照组,两组差异具有统计学意义（P＜0.05）;血清甲状腺球蛋白抗体、甲状腺微粒抗体滴定度较对照组明显下降。结论雷公藤多苷片用于治疗慢性淋巴细胞性甲状腺炎,临床效果显著,值得临床推广应用。"
硒酵母联合左甲状腺素钠对2型糖尿病合并慢性淋巴细胞性甲状腺炎的疗效观察,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=NBYX201907038,杨升伟,Modern Practical Medicine,2019-07-20,Journals,8,"糖尿病,2型;; 硒酵母;; 左甲状腺素钠;; 慢性淋巴细胞性甲状腺炎;","目的观察硒酵母联合左甲状腺素钠对2型糖尿病合并慢性淋巴细胞性甲状腺炎（CLT）的疗效。方法收集90例T2DM合并CLT患者,分为观察组和对照组,各45例。两组均行降糖治疗,对照组应用左甲状腺素钠治疗,观察组同时联用硒酵母治疗。2个月后观察两组临床疗效及不良反应情况,并测定治疗前后血糖及甲状腺功能指标水平。结果两组治疗后空腹血糖、餐后2 h血糖、甲状腺过氧化物酶抗体、甲状腺球蛋白抗体、抗促甲状腺素受体抗体、游离三碘甲状腺原氨、游离甲状腺素及促甲状腺激素差异均有统计学意义（均P＜0.05）;两组治疗总有效率差异有统计意义（P＜0.05）;两组治疗过程中均未出现严重不良反应。结论联用硒酵母和左甲状腺素钠治疗T2DM合并CLT,可有效提升临床效果,改善症状,促进病情转归。"
慢性淋巴细胞性甲状腺炎地塞米松局部免疫治疗的作用探讨,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YYXK201924063,富琳娜,Guide of China Medicine,2019-08-30,Journals,3,慢性淋巴细胞性甲状腺炎;; 地塞米松;; 局部免疫;; 治疗作用;,"目的对慢性淋巴细胞性甲状腺炎患者应用地塞米松局部免疫治疗,探讨地塞米松局部免疫治疗的临床应用作用。方法选择2016年7月至2017年7月慢性淋巴细胞性甲状腺炎患者80例,根据不同的治疗方式将其分为对照组和研究组各40例。对照组行甲状腺替代治疗,研究组行地塞米松局部免疫治疗,比较两组患者不良反应发生率、甲状腺体积、促甲状腺激素、游离三碘腺原氨酸、游离甲状腺素、甲状腺过氧化物酶抗体、甲状腺球蛋白抗体数据指标差异。结果研究组甲状腺体积、促甲状腺激素、游离三碘腺原氨酸、游离甲状腺素、甲状腺过氧化物酶抗体、甲状腺球蛋白抗体数据指标与对照组数据指标差异之间具有统计学意义,P ＜0.05;研究组与对照组的不良反应发生率数据差异之间不具有统计学意义,P＞ 0.05。结论慢性淋巴细胞性甲状腺炎患者应用地塞米松局部免疫治疗的临床价值显著,可有效改善患者的甲状腺功能。"
